Instance,Publication,Group,Date,Average_0Scale,Average_0Scale_Corrected
I2463,OlaldeNature2018,England_C_EBA,1930-1740 calBCE (3505±35 BP; SUERC-40721),-1835,-1835
I2467,LipsonNature2017,Iberia_C,2481-2212 calBCE (3900±40 BP; Beta-299300),-2347,-2346
I2472,OlaldeScience2019,Iberia_BA,1605-1425 calBCE (3220±30 BP; Beta-299309),-1515,-1515
I2478,OlaldeNature2018,Italy_North_BellBeaker,2195-1940 calBCE (3671±40 BP; LTL-5035A),-2068,-2068
I0234,MathiesonNature2015,Russia_Srubnaya,1850-1600 BCE,-1725,-1725
I0431_published,MathiesonNature2015,Russia_Srubnaya_published,1850-1600 BCE,-1725,-1725
I0126,MathiesonNature2015,Russia_Poltavka,2867-2486 calBCE (4081±54 BP; AA-53803),-2677,-2676
I0440,MathiesonNature2015,Russia_Poltavka,2887-2666 calBCE (4180±30 BP; Beta-392492),-2777,-2776
I0432,MathiesonNature2015,Russia_Poltavka_o,2925-2491 calBCE (4180±84 BP; AA-12569),-2708,-2708
I0442,NarasimhanPattersonScience2019,Russia_Poltavka,2800-2000 BCE,-2400,-2400
I0418,MathiesonNature2015,Russia_Potapovka,2125-1769 calBCE (3583±52 BP; AA-53802),-1947,-1947
I0434,MathiesonNature2015,Russia_Khvalynsk_Eneolithic,5051-4860 calBCE (6070±25 BP; PSUAMS-4033),-4956,-4956
I0433,MathiesonNature2015,Russia_Khvalynsk_Eneolithic,4689-4543 calBCE (5760±25 BP; PSUAMS-4032),-4616,-4616
I0122,MathiesonNature2015,Russia_Khvalynsk_Eneolithic,4934-4780 calBCE (5960±25 BP; PSUAMS-4031),-4857,-4857
I0124,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Russia_HG_Samara,5657-5541 calBCE (6680±30 BP; Beta-392490),-5599,-5599
I0233,NarasimhanPattersonScience2019,Russia_Srubnaya,1850-1200 BCE,-1525,-1525
I0370,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Russia_EBA_Yamnaya_Samara,3300-2500 BCE,-2900,-2900
I0441,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Russia_EBA_Yamnaya_Samara,3010-2622 calBCE (4234±60 BP; AA-47805),-2816,-2816
I0444,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Russia_EBA_Yamnaya_Samara,3335-2882 calBCE (4370±75 BP; AA-12570),-3109,-3108
I0439,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Russia_EBA_Yamnaya_Samara,3321-2921 calBCE (4420±30 BP; Beta-392491),-3121,-3121
I0357,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Russia_EBA_Yamnaya_Samara,3090-2913 calBCE (4380±30 BP; Beta-392489),-3002,-3002
I0429,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Russia_EBA_Yamnaya_Samara,3339-2918 calBCE (4432±66 BP; AA-47804) ,-3129,-3128
I0438,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Russia_EBA_Yamnaya_Samara,3021-2635 calBCE (4254±61 BP; AA-47807),-2828,-2828
I1048_published,SkoglundCell2017,Tanzania_Pemba_1400BP_published,540-645 calCE (1520±30 BP; Beta-434912),592,592
I0576,UnterlanderNatureCommunications2017,Russia_Tuva_IA_AldyBel,700 BCE,-700,NA
I0574,UnterlanderNatureCommunications2017,Russia_IA_EarlySarmatian,400-200 BCE,-300,-300
I0575,UnterlanderNatureCommunications2017,Russia_IA_EarlySarmatian,400-200 BCE,-300,-300
I0563,UnterlanderNatureCommunications2017,Kazakhstan_IA_Berel_Pazyryk,400-300 BCE,-350,-350
I0562,UnterlanderNatureCommunications2017,Kazakhstan_IA_Berel_Pazyryk,400-300 BCE,-350,-350
I0840,OlaldeNature2018,Iberia_BellBeaker,2456-2201 calBCE (3836±29 BP; OxA-28857),-2329,-2328
I1310,OlaldeScience2019,Iberia_BA,2000-1400 BCE [1930-1634 calBCE (3465±60 BP; UBAR-697); 1867-1526 calBCE (3370±50 BP; UBAR-670); 1744-1461 calBCE (3305±55 BP; UBAR-671); 1877-1526 calBCE (3380±60 BP; UBAR-672); four dates of the whole stratigraphy of the site],-1700,-1700
I1282,MathiesonNature2015,Iberia_C,2900-2346 BCE [2568-2346 calBCE (3950±30 BP; Beta-416457); 2857-2496 calBCE (4080±30 BP; Beta-416456); 2865-2575 calBCE (4110±30 BP; Beta-416458); 2900-2679 calBCE (4210±30 BP; Beta-416455); based on dates of other El Mirador samples),-2623,-2623
I1302,MathiesonNature2015,Iberia_C_father.or.son.I1314,2900-2346 BCE [2568-2346 calBCE (3950±30 BP; Beta-416457); 2857-2496 calBCE (4080±30 BP; Beta-416456); 2865-2575 calBCE (4110±30 BP; Beta-416458); 2900-2679 calBCE (4210±30 BP; Beta-416455); based on dates of other El Mirador samples),-2623,-2623
I1276,MathiesonNature2015,Iberia_C,2900-2346 BCE [2568-2346 calBCE (3950±30 BP; Beta-416457); 2857-2496 calBCE (4080±30 BP; Beta-416456); 2865-2575 calBCE (4110±30 BP; Beta-416458); 2900-2679 calBCE (4210±30 BP; Beta-416455); based on dates of other El Mirador samples),-2623,-2623
I1284,MathiesonNature2015,Iberia_C,2900-2346 BCE [2568-2346 calBCE (3950±30 BP; Beta-416457); 2857-2496 calBCE (4080±30 BP; Beta-416456); 2865-2575 calBCE (4110±30 BP; Beta-416458); 2900-2679 calBCE (4210±30 BP; Beta-416455); based on dates of other El Mirador samples),-2623,-2623
I1274,MathiesonNature2015,Iberia_C_brother.I1277,2900-2346 BCE [2568-2346 calBCE (3950±30 BP; Beta-416457); 2857-2496 calBCE (4080±30 BP; Beta-416456); 2865-2575 calBCE (4110±30 BP; Beta-416458); 2900-2679 calBCE (4210±30 BP; Beta-416455); based on dates of other El Mirador samples),-2623,-2623
I1280,MathiesonNature2015,Iberia_C,2900-2346 BCE [2568-2346 calBCE (3950±30 BP; Beta-416457); 2857-2496 calBCE (4080±30 BP; Beta-416456); 2865-2575 calBCE (4110±30 BP; Beta-416458); 2900-2679 calBCE (4210±30 BP; Beta-416455); based on dates of other El Mirador samples),-2623,-2623
I1314,MathiesonNature2015,Iberia_C,2900-2346 BCE [2568-2346 calBCE (3950±30 BP; Beta-416457); 2857-2496 calBCE (4080±30 BP; Beta-416456); 2865-2575 calBCE (4110±30 BP; Beta-416458); 2900-2679 calBCE (4210±30 BP; Beta-416455); based on dates of other El Mirador samples),-2623,-2623
I1277,MathiesonNature2015,Iberia_C,2568-2346 calBCE (3950±30 BP; Beta-416457),-2457,-2457
I1272,MathiesonNature2015,Iberia_C,2857-2496 calBCE (4080±30 BP; Beta-416456),-2677,-2676
I1281,MathiesonNature2015,Iberia_C,2865-2575 calBCE (4110±30 BP; Beta-416458),-2720,-2720
I1300,MathiesonNature2015,Iberia_C,2900-2346 BCE [2568-2346 calBCE (3950±30 BP; Beta-416457); 2857-2496 calBCE (4080±30 BP; Beta-416456); 2865-2575 calBCE (4110±30 BP; Beta-416458); 2900-2679 calBCE (4210±30 BP; Beta-416455); based on dates of other El Mirador samples),-2623,-2623
I0843,OlaldeScience2019,Iberia_HG_brother.I0585,6010-5796 calBCE (7030±50 BP; Beta-226473),-5903,-5903
I0585,MathiesonNature2015 (1240k of same same sample with shotgun in Olalde2014),Iberia_HG,5983-5747 calBCE (6980±50 BP; Beta-226472),-5865,-5865
I0507,NarasimhanPattersonScience2019,Kazakhstan_MLBA_Dali,1871-1636 calBCE (3420±30 BP; Beta-391199),-1754,-1754
Oase1_d,FuNature2015,Romania_Oase1,39690-35630 calBCE [(34290+970-870 BP; GrA-22810); (>35200 BP; OxA-11711); (34950+900-890 BP; OxA-GrA combined 14C Age)],-37660,-37660
I0807,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Germany_MN_Baalberge,3970-3710 calBCE (5061±62 BP; Erl-7784),-3840,-3840
I0559,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Germany_MN_Baalberge,3654-3527 calBCE (4815±26 BP; MAMS-22818),-3591,-3590
I0560,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Germany_MN_Baalberge,3640-3376 calBCE (4745±52 BP; Erl-7856),-3508,-3508
I0785,MathiesonNature2018,Bulgaria_C,4455-4359 calBCE (5578±23 BP; MAMS-28135),-4407,-4407
I0781,MathiesonNature2018,Bulgaria_C,4528-4371 calBCE (5632±24 BP; MAMS-28134),-4450,-4450
I1546,MathiesonNature2015,Germany_BellBeaker,2500-2050 BCE,-2275,-2275
I0806,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Germany_BellBeaker,2431-2150 calBCE (3824±25 BP; MAMS-22820),-2291,-2290
I0805,MathiesonNature2015,Germany_BellBeaker,2467-2142 calBCE (3839±55 BP; Erl-8558),-2305,-2304
I0113,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Germany_BellBeaker,2346-2033 calBCE (3773±47 BP; Erl-7283),-2190,-2190
I0112,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Germany_BellBeaker,2457-2142 calBCE (3820±42 BP; Erl-7038),-2300,-2300
I1530,MathiesonNature2015,Germany_BellBeaker_1d.rel.I0111,2458-2140 calBCE (3818±48 BP; Erl-8715),-2299,-2299
I0111,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Germany_BellBeaker,2475-2204 calBCE (3881±50 BP; Erl-8712),-2340,-2340
I0108,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Germany_BellBeaker,2575-2299 calBCE (3953±47 BP; Erl-8710),-2437,-2437
I0462,OlaldeNature2018,Iberia_BellBeaker_o,2566-2346 calBCE (3950±26 BP; MAMS-25936),-2456,-2456
I0460,OlaldeNature2018,Iberia_BellBeaker,2461-2209 calBCE (3860±30 BP; UGA-15905),-2335,-2335
I0459,OlaldeNature2018,Iberia_BellBeaker,2600-2200 BCE (based on other direct dates from the same site),-2400,-2400
I0457,OlaldeNature2018,Iberia_BellBeaker,2920-2340 BCE,-2630,-2630
I0456,OlaldeNature2018,Iberia_BellBeaker,2920-2340 BCE,-2630,-2630
I0453,OlaldeNature2018,Iberia_BellBeaker,2460-2145 calBCE (3830±40 BP; Beta-261524),-2303,-2302
I0455,OlaldeNature2018,Iberia_BellBeaker,2905-2665 calBCE (4210±40 BP; Beta-261529),-2785,-2785
I0263,OlaldeNature2018,Iberia_BellBeaker,2800-2000 BCE,-2400,-2400
I1553,OlaldeNature2018,Iberia_BellBeaker,2800-2000 BCE,-2400,-2400
I0825,OlaldeNature2018,Iberia_BellBeaker,2474-2300 calBCE (3915±29 BP; MAMS-25939),-2387,-2387
I0260,OlaldeNature2018,Iberia_BellBeaker,2800-2000 BCE,-2400,-2400
I0261,OlaldeNature2018,Iberia_BellBeaker,2800-2000 BCE,-2400,-2400
I0823,OlaldeNature2018,Iberia_BellBeaker,2800-2000 BCE,-2400,-2400
I0258,OlaldeNature2018,Iberia_BellBeaker,2800-2000 BCE,-2400,-2400
I0262,OlaldeNature2018,Iberia_BellBeaker,2800-2000 BCE,-2400,-2400
I0257,OlaldeNature2018,Iberia_BellBeaker,2571-2350 calBCE (3965±29 BP; MAMS-25937),-2461,-2460
I0826,OlaldeNature2018,Iberia_BellBeaker,2833-2480 calBCE (4051±28 BP; MAMS-25940),-2657,-2656
I0458,OlaldeNature2018,Iberia_BellBeaker_father.or.son.I0460,2458-2206 calBCE (3850±30 BP; UGA-15904),-2332,-2332
I0171,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Germany_LN_BenzigerodeHeimburg,2287-2041 calBCE (3758±33 BP; KIA-27952),-2164,-2164
I0059,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Germany_LN_BenzigerodeHeimburg,2337-2138 calBCE (3796±30 BP; MAMS-21486),-2238,-2238
I1542,MathiesonNature2015,Germany_CordedWare,2500-2050 BCE,-2275,-2275
I1536,MathiesonNature2015,Germany_CordedWare,2500-2050 BCE,-2275,-2275
I1544,MathiesonNature2015,Germany_CordedWare,2500-2050 BCE,-2275,-2275
I1538,MathiesonNature2015,Germany_CordedWare,2500-2050 BCE,-2275,-2275
I1539,MathiesonNature2015,Germany_CordedWare,2625-2291 calBCE (3967±57 BP; Erl-7779),-2458,-2458
I1534,MathiesonNature2015,Germany_CordedWare,2500-2050 BCE,-2275,-2275
I0106,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Germany_CordedWare,2464-2210 calBCE (3867±32 BP; MAMS-21490),-2337,-2337
I1540,MathiesonNature2015,Germany_CordedWare_o,2500-2050 BCE,-2275,-2275
I1541,MathiesonNature2015,Germany_CordedWare_father.or.son.I1538_father.or.son.I1540,2500-2050 BCE,-2275,-2275
I1532,MathiesonNature2015,Germany_CordedWare,2500-2050 BCE,-2275,-2275
I0049,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Germany_CordedWare,2464-2210 calBCE (3867±35 BP; MAMS-21489),-2337,-2337
I0211,MathiesonNature2015,Russia_HG_Karelia,6773-5886 BCE [other dates in the layer used in the Bayesian modeling analysis we used to obtain this range are (7280±80 BP; OxA-1665); 6410-6050 calBCE (7350±90 BP; OxA-2266); 6390-6030 calBCE (7330±90 BP; OxA-1667); 6590-6240 calBCE (7560±90 BP; OxA-1668); 6590-6240 calBCE (7560±90 BP; OxA-1669); 6360-6000 calBCE (7280±90 BP; OxA-2124); 6530-6210 calBCE (7510±90 BP; OxA-2125); 6850-6410 calBCE (7750±110 BP; OxA-1973); layer date],-6330,-6330
I0061,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Russia_HG_Karelia,6773-5886 BCE [other dates in the layer used in the Bayesian modeling analysis we used to obtain this range are (7280±80 BP; OxA-1665); 6410-6050 calBCE (7350±90 BP; OxA-2266); 6390-6030 calBCE (7330±90 BP; OxA-1667); 6590-6240 calBCE (7560±90 BP; OxA-1668); 6590-6240 calBCE (7560±90 BP; OxA-1669); 6360-6000 calBCE (7280±90 BP; OxA-2124); 6530-6210 calBCE (7510±90 BP; OxA-2125); 6850-6410 calBCE (7750±110 BP; OxA-1973); layer date],-6330,-6330
I0550,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Germany_LN_Karsdorf,2570-2471 calBCE (3993±21 BP; MAMS-23344),-2521,-2520
I0041,PosthNakatsukaCell2018,Peru_Lauricocha_8600BP,6640-6470 calBCE (7760±31 BP; MAMS-14731; manually calibrated by Thomas Harper),-6555,-6555
I0039,PosthNakatsukaCell2018,Peru_Lauricocha_3500BP,1660-1500 calBCE (3340±22 BP; MAMS-14389; manually calibrated by Thomas Harper),-1580,-1580
I0040,PosthNakatsukaCell2018,Peru_Lauricocha_5800BP,3990-3800 calBCE (5160±27 BP; MAMS-14390; manually calibrated by Thomas Harper),-3895,-3895
I0797,MathiesonNature2015,Germany_EN_LBK,5500-4850 BCE,-5175,-5175
I0795,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Germany_EN_LBK,5217-5041 calBCE (6174±29 BP; MAMS-22823),-5129,-5129
I0176,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Hungary_MN_LBK,5207-4944 calBCE (6110±30 BP; Beta-310038),-5076,-5076
I0963,MittnikNatureCommunications2018,Russia_HG,6000-4000 BCE,-5000,-5000
I0802,LipsonNature2017,Germany_MN_Salzmuende,3400-3025 BCE,-3213,-3212
I0800,LipsonNature2017,Germany_MN_Salzmuende,3345-3097 calBCE (4498±27 BP; KIA-31459),-3221,-3221
I0551,MathiesonNature2015,Germany_MN_Salzmuende,3400-3025 BCE,-3213,-3212
I0409,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Iberia_EN,5311-5218 calBCE (6280±25 BP; MAMS-16159),-5265,-5264
I0411,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Iberia_EN_father.or.son.I0410,5294-5068 calBCE (6218±24 BP; MAMS-16162),-5181,-5181
I0405,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Iberia_MN,3900-3600 BCE,-3750,-3750
I0174,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Hungary_EN_Starcevo,5702-5536 calBCE (6695±40 BP; MAMS-11939 ),-5619,-5619
I0115,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Germany_EBA_Unetice,1954-1760 calBCE (3540±31 BP; MAMS-21494),-1857,-1857
I0117,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Germany_EBA_Unetice,2272-2039 calBCE (3743±25 BP; MAMS-21496),-2156,-2156
I0804,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Germany_EBA_Unetice,2137-1965 calBCE (3671±26 BP; MAMS-22821),-2051,-2051
I0803,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Germany_EBA_Unetice,2132-1942 calBCE (3650±26 BP; MAMS-22822),-2037,-2037
I0164,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Germany_EBA_Unetice,2023-1894 calBCE (3599±25 BP; MAMS-21497),-1959,-1958
I0114,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Germany_EBA_Unetice_brother.I0117,2138-1952 calBCE (3667±31 BP; MAMS-21493),-2045,-2045
I1060,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta,2050-1650 BCE [based on directly dated samples from the same site],-1850,-1850
I1062,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta,2050-1650 BCE [based on directly dated samples from the same site],-1850,-1850
I1065,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta,2050-1650 BCE [based on directly dated samples from the same site],-1850,-1850
I1022,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta,2050-1650 BCE [based on directly dated samples from the same site],-1850,-1850
I1088,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta,2050-1650 BCE [based on directly dated samples from the same site],-1850,-1850
I1084,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta,2050-1650 BCE [based on directly dated samples from the same site],-1850,-1850
I1082,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta,2050-1650 BCE [based on directly dated samples from the same site],-1850,-1850
I1055,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta,2050-1650 BCE [based on directly dated samples from the same site],-1850,-1850
I1018,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta,2050-1650 BCE [based on directly dated samples from the same site],-1850,-1850
I1017,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta_o1,1929-1753 calBCE (3520±30 BP; Beta-436294),-1841,-1841
I1019,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta,2050-1650 BCE [based on directly dated samples from the same site],-1850,-1850
I1086,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta,2050-1650 BCE [based on directly dated samples from the same site],-1850,-1850
I1090,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta,2050-1650 BCE [based on directly dated samples from the same site],-1850,-1850
I1024,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta,2050-1650 BCE [based on directly dated samples from the same site],-1850,-1850
I1063,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta,2050-1650 BCE [based on directly dated samples from the same site],-1850,-1850
I1058,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta_o2_brother.I1057_brother.I1056,1906-1743 calBCE (3500±30 BP; Beta-436363),-1825,-1824
I1029,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta,1973-1772 calBCE (3549±29 BP; OxA-12531),-1873,-1872
I1020,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta_o2,2012-1774 calBCE (3555±31 BP; OxA-12533),-1893,-1893
I1028,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta_o3,1878-1664 calBCE (3440±30 BP; Beta-436293),-1771,-1771
I1064,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta,1879-1694 calBCE (3460±20 BP; PSUAMS-2102),-1787,-1786
I1089,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta,2050-1650 BCE [based on directly dated samples from the same site],-1850,-1850
I1054,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta_brother.I1053,1891-1746 calBCE (3495±25 BP; PSUAMS-1952),-1819,-1818
I1053,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta,1922-1763 calBCE (3520±25 BP; PSUAMS-2064),-1843,-1842
I1027,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta,1962-1775 calBCE (3550±25 BP; PSUAMS-1954),-1869,-1868
I1056,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta_o2_brother.I1057_brother.I1058,1886-1695 calBCE (3475±30 BP; PSUAMS-2101),-1791,-1790
I1057,NarasimhanPattersonScience2019,Russia_MLBA_Sintashta_o2,1949-1772 calBCE (3540±25 BP; PSUAMS-1953),-1861,-1860
I0022,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Germany_EN_LBK,5500-4850 BCE,-5175,-5175
I0026,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Germany_EN_LBK,5500-4850 BCE,-5175,-5175
I0013,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Sweden_HG_Motala,5964-5638 calBCE (6877±69 BP; Ua-42117),-5801,-5801
I0011,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Sweden_HG_Motala,5721-5516 calBCE (6701±64 BP; Ua-42116),-5619,-5618
I0015,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Sweden_HG_Motala,5964-5629 calBCE (6863±75 BP; Ua-42120),-5797,-5796
I0012,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Sweden_HG_Motala,5714-5575 calBCE (6734±30 BP; Ua-51722),-5645,-5644
I0014,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Sweden_HG_Motala,5877-5629 calBCE (6842±68 BP; Ua-42118),-5753,-5753
I0017,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Sweden_HG_Motala,5721-5631 calBCE (6773±30 BP; Ua-51723),-5676,-5676
I1748,PosthNakatsukaCell2018,Argentina_ArroyoSeco2_7700BP_1d.or.2d.rel.I7090,5460-5000 calBCE (6300±70 BP; AA-7966; manually calibrated by Thomas Harper),-5230,-5230
I0309,PosthNakatsukaCell2018,Argentina_ArroyoSeco2_7700BP,5850-5550 calBCE (6838±73 BP; AA-67738; manually calibrated by Thomas Harper),-5700,-5700
I1357,PosthNakatsukaCell2018,Peru_Laramate_900BP,900-1150 CE,1025,1025
I1484,PosthNakatsukaCell2018,Peru_Laramate_900BP,1050-1220 calCE (920±20 BP; PSUAMS-1615; manually calibrated by Thomas Harper),1135,1135
I0238,PosthNakatsukaCell2018,Peru_Lauricocha_8600BP,7000-6000 BCE,-6500,-6500
I1485,PosthNakatsukaCell2018,Peru_Laramate_900BP,790-990 calCE (1187±26 BP; MAMS-12302; manually calibrated by Thomas Harper),890,890
I1742,PosthNakatsukaCell2018,Peru_Laramate_900BP,750-900 CE,825,825
I0447_published,LipsonNature2017,Hungary_LN_Tisza_published,5000-4500 BCE,-4750,-4750
I0449,LipsonNature2017,Hungary_LN_Tisza,5000-4500 BCE,-4750,-4750
I1388,OlaldeNature2018,France_BellBeaker_lowSteppe,2456-2135 calBCE (3805±40 BP; Lyon-3099),-2296,-2296
I1382,OlaldeNature2018,France_BellBeaker,2435-2136 calBCE (3805±35 BP; GrA-4468),-2286,-2286
I1381,OlaldeNature2018,France_BellBeaker,2400-1900 BCE,-2150,-2150
I1391_published,OlaldeNature2018,France_BellBeaker_published,2346-2133 calBCE (3795±35 BP; Poz-68164),-2240,-2240
I1389_published,OlaldeNature2018,France_BellBeaker_1d.rel.I1390_published,2468-2278 calBCE [2481-2289 calBCE (3935±35 BP; Poz-41229); 2468-2278 calBCE (3925±30 BP; Poz-41228)],-2373,-2373
I1390,OlaldeNature2018,France_BellBeaker,2566-2299 calBCE [2566-2524 calBCE (3910±35 BP; Poz-41227); 2489-2299 calBCE (3875±35 BP; Poz-41226)],-2433,-2432
I0644,HarneyMayNatureCommunications2018,Israel_C,4500-3500 BCE,-4000,-4000
I1180_published,HarneyMayNatureCommunications2018,Israel_C_1d.rel.I1179_published,4500-3500 BCE,-4000,-4000
I1177_published,HarneyMayNatureCommunications2018,Israel_C_published,4500-3500 BCE,-4000,-4000
